2022-10-04T05:00:20.152748,00:18,43:03
2022-10-04T05:00:39.028420,00:19,43:22
2022-10-04T05:00:58.189585,00:18,43:41
2022-10-04T05:01:17.187863,00:19,44:00
2022-10-04T05:01:36.223830,00:18,44:19
2022-10-04T05:01:54.929905,00:18,44:38
2022-10-04T05:02:13.640107,00:18,44:56
2022-10-04T05:02:32.150138,00:19,45:16
2022-10-04T05:02:51.584889,00:19,45:35
2022-10-04T05:03:11.357881,00:20,45:56
2022-10-04T05:03:31.644261,00:19,46:15
2022-10-04T05:03:50.892503,00:19,46:34
2022-10-04T05:04:10.184936,00:19,46:53
2022-10-04T05:04:29.244136,00:19,47:12
2022-10-04T05:04:48.333241,00:19,47:31
2022-10-04T05:05:07.450458,00:19,47:51
2022-10-04T05:05:26.662878,00:18,48:10
2022-10-04T05:05:45.578241,00:19,48:29
2022-10-04T05:06:04.603731,00:18,48:47
2022-10-04T05:06:23.410746,00:18,49:06
2022-10-04T05:06:42.238218,00:18,49:25
2022-10-04T05:07:01.038857,00:19,49:45
2022-10-04T05:07:20.620389,00:18,50:03
2022-10-04T05:07:39.477051,00:18,50:22
2022-10-04T05:07:58.086865,00:18,50:41
2022-10-04T05:08:16.625946,00:19,51:00
2022-10-04T05:08:36.152856,00:19,51:19
2022-10-04T05:08:55.256829,00:19,51:38
2022-10-04T05:09:14.279933,00:18,51:57
2022-10-04T05:09:33.193396,00:18,52:16
2022-10-04T05:09:51.970760,00:19,52:36
2022-10-04T05:10:11.648036,00:19,52:55
2022-10-04T05:10:30.808319,00:19,53:14
2022-10-04T05:10:49.862563,00:18,53:33
2022-10-04T05:11:08.687942,00:19,53:52
2022-10-04T05:11:28.419788,00:19,54:11
2022-10-04T05:11:47.546906,00:18,54:30
2022-10-04T05:12:06.293951,00:19,54:50
2022-10-04T05:12:25.883342,00:18,55:09
2022-10-04T05:12:44.841331,00:18,55:28
2022-10-04T05:13:03.590155,00:19,55:47
2022-10-04T05:13:22.854270,00:18,56:06
2022-10-04T05:13:41.682964,00:18,56:25
2022-10-04T05:14:00.603349,00:18,56:43
2022-10-04T05:14:19.279080,00:18,57:02
2022-10-04T05:14:38.257831,00:18,57:21
2022-10-04T05:14:57.030921,00:18,57:40
2022-10-04T05:15:15.616248,00:18,57:58
2022-10-04T05:15:34.153829,00:18,58:17
2022-10-04T05:15:52.751861,00:18,58:35
2022-10-04T05:16:11.536251,00:18,58:54
2022-10-04T05:16:30.226081,00:18,59:13
2022-10-04T05:16:49.071303,00:18,59:32
2022-10-04T05:17:07.771705,00:18,59:51
2022-10-04T05:17:26.674576,00:18,60:09
2022-10-04T05:17:45.429001,00:18,60:28
2022-10-04T05:18:04.017952,00:19,60:47
2022-10-04T05:18:23.389564,00:18,61:06
2022-10-04T05:18:42.144437,00:18,61:25
2022-10-04T05:19:01.074281,00:18,61:44
2022-10-04T05:19:19.952503,00:19,62:03
2022-10-04T05:19:39.211827,00:18,62:22
2022-10-04T05:19:58.136321,00:19,62:41
2022-10-04T05:20:17.251701,00:19,63:00
2022-10-04T05:20:36.301449,00:18,63:19
2022-10-04T05:20:55.172356,00:18,63:38
2022-10-04T05:21:13.706011,00:19,63:57
2022-10-04T05:21:33.163395,00:18,64:16
2022-10-04T05:21:52.030761,00:18,64:35
2022-10-04T05:22:10.932426,00:18,64:54
2022-10-04T05:22:29.866632,00:19,65:13
2022-10-04T05:22:48.874168,00:19,65:32
2022-10-04T05:23:08.443287,00:19,65:52
2022-10-04T05:23:27.586412,00:18,66:10
2022-10-04T05:23:46.491452,00:18,66:29
2022-10-04T05:24:05.355845,00:18,66:48
2022-10-04T05:24:24.228199,00:18,67:07
2022-10-04T05:24:43.203789,00:18,67:26
2022-10-04T05:25:02.141077,00:18,67:45
2022-10-04T05:25:21.119304,00:19,68:04
2022-10-04T05:25:40.211892,00:18,68:23
2022-10-04T05:25:59.104138,00:18,68:42
2022-10-04T05:26:18.007814,00:18,69:01
2022-10-04T05:26:36.891882,00:19,69:21
2022-10-04T05:26:56.607978,00:19,69:40
2022-10-04T05:27:15.737362,00:19,69:59
2022-10-04T05:27:34.883502,00:19,70:18
2022-10-04T05:27:54.502178,00:19,70:37
2022-10-04T05:28:13.522342,00:19,70:57
2022-10-04T05:28:33.473404,00:18,71:16
2022-10-04T05:28:52.458949,00:19,71:36
2022-10-04T05:29:11.627820,00:18,71:54
2022-10-04T05:29:30.504677,00:18,72:13
2022-10-04T05:29:49.344271,00:18,72:32
2022-10-04T05:30:08.323600,00:19,72:52
2022-10-04T05:30:27.892143,00:19,73:11
2022-10-04T05:30:47.028974,00:19,73:30
2022-10-04T05:31:06.335734,00:19,73:49
2022-10-04T05:31:25.381666,00:18,74:08
2022-10-04T05:31:44.343130,00:18,74:27
2022-10-04T05:32:03.260794,00:19,74:46
2022-10-04T05:32:22.338253,00:19,75:05
2022-10-04T05:32:41.521658,00:18,75:24
2022-10-04T05:33:00.354419,00:19,75:43
2022-10-04T05:33:19.409456,00:19,76:03
2022-10-04T05:33:38.935586,00:19,76:22
2022-10-04T05:33:58.017022,00:19,76:41
2022-10-04T05:34:17.094561,00:19,77:00
2022-10-04T05:34:36.118835,00:19,77:19
2022-10-04T05:34:55.143635,00:19,77:38
2022-10-04T05:35:14.177062,00:18,77:57
2022-10-04T05:35:33.036499,00:20,78:17
2022-10-04T05:35:53.302979,00:19,78:37
2022-10-04T05:36:13.209366,00:19,78:57
2022-10-04T05:36:32.805191,00:19,79:16
2022-10-04T05:36:52.235860,00:19,79:35
2022-10-04T05:37:11.547376,00:20,79:56
2022-10-04T05:37:32.017176,00:19,80:15
2022-10-04T05:37:51.462530,00:19,80:34
2022-10-04T05:38:10.526836,00:20,80:55
2022-10-04T05:38:30.630530,00:19,81:14
2022-10-04T05:38:49.836671,00:19,81:33
2022-10-04T05:39:08.954279,00:19,81:52
2022-10-04T05:39:28.175717,00:19,82:11
2022-10-04T05:39:47.388410,00:19,82:30
2022-10-04T05:40:06.550912,00:19,82:50
2022-10-04T05:40:25.624600,00:19,83:09
2022-10-04T05:40:44.705440,00:19,83:28
2022-10-04T05:41:04.022848,00:18,83:47
2022-10-04T05:41:22.924725,00:19,84:06
2022-10-04T05:41:42.260836,00:18,84:25
2022-10-04T05:42:01.061391,00:19,84:44
2022-10-04T05:42:20.094264,00:19,85:04
2022-10-04T05:42:40.020560,00:19,85:23
2022-10-04T05:42:59.361058,00:18,85:42
2022-10-04T05:43:18.315025,00:19,86:02
2022-10-04T05:43:37.617663,00:18,86:20
2022-10-04T05:43:56.553043,00:18,86:39
2022-10-04T05:44:15.434849,00:18,86:58
2022-10-04T05:44:34.386177,00:19,87:18
2022-10-04T05:44:54.334145,00:19,87:38
2022-10-04T05:45:13.788036,00:18,87:57
2022-10-04T05:45:32.755595,00:18,88:16
2022-10-04T05:45:51.625591,00:18,88:34
2022-10-04T05:46:10.362349,00:18,88:53
2022-10-04T05:46:29.032730,00:18,89:12
2022-10-04T05:46:47.573576,00:18,89:30
2022-10-04T05:47:06.288086,00:18,89:49
2022-10-04T05:47:25.156061,00:19,90:08
2022-10-04T05:47:44.169636,00:18,90:27
2022-10-04T05:48:02.712783,00:18,90:46
2022-10-04T05:48:21.585163,00:19,91:05
2022-10-04T05:48:40.617826,00:18,91:23
2022-10-04T05:48:59.321171,00:18,91:42
2022-10-04T05:49:18.206488,00:19,92:02
2022-10-04T05:49:38.069041,00:18,92:21
2022-10-04T05:49:57.022485,00:18,92:40
2022-10-04T05:50:15.841970,00:18,92:59
2022-10-04T05:50:34.745815,00:18,93:18
2022-10-04T05:50:53.645668,00:18,93:36
2022-10-04T05:51:12.420015,00:19,93:55
2022-10-04T05:51:31.537872,00:19,94:14
2022-10-04T05:51:50.543096,00:18,94:33
2022-10-04T05:52:09.374151,00:18,94:52
2022-10-04T05:52:28.273644,00:18,95:11
2022-10-04T05:52:47.062599,00:18,95:30
2022-10-04T05:53:06.042559,00:19,95:49
2022-10-04T05:53:25.477276,00:18,96:08
2022-10-04T05:53:44.471473,00:18,96:27
2022-10-04T05:54:03.400498,00:19,96:46
2022-10-04T05:54:22.485619,00:19,97:06
2022-10-04T05:54:41.624232,00:19,97:25
2022-10-04T05:55:00.883633,00:19,97:44
2022-10-04T05:55:20.090522,00:18,98:03
2022-10-04T05:55:38.789811,00:18,98:21
2022-10-04T05:55:57.334017,00:18,98:40
2022-10-04T05:56:16.133106,00:18,98:59
2022-10-04T05:56:35.048089,00:18,99:18
2022-10-04T05:56:53.890048,00:18,99:37
2022-10-04T05:57:12.635873,00:17,99:54
2022-10-04T05:57:30.279119,00:18,100:13
2022-10-04T05:57:48.658347,00:18,100:31
2022-10-04T05:58:06.782022,00:17,100:48
2022-10-04T05:58:24.569058,00:17,101:06
2022-10-04T05:58:42.134041,00:17,101:24
2022-10-04T05:58:59.992131,00:17,101:41
2022-10-04T05:59:17.069577,00:16,101:57
