2022-10-07T06:46:01.376263,01:36,294:02
2022-10-07T06:47:37.866823,01:44,295:47
2022-10-07T06:49:22.472036,01:37,297:24
2022-10-07T06:50:59.810416,01:34,298:58
2022-10-07T06:52:34.327969,01:42,300:40
2022-10-07T06:54:16.342372,01:37,302:18
2022-10-07T06:55:53.740090,01:39,303:57
2022-10-07T06:57:33.431339,01:41,305:39
2022-10-07T06:59:14.751448,01:40,307:19
2022-10-07T07:00:55.395365,01:38,308:58
2022-10-07T07:02:34.395319,01:46,310:45
2022-10-07T07:04:20.614592,01:45,312:30
2022-10-07T07:06:06.146192,01:39,314:10
2022-10-07T07:07:46.077192,01:38,315:48
2022-10-07T07:09:24.288623,01:43,317:32
2022-10-07T07:11:07.664296,01:45,319:17
2022-10-07T07:12:53.383522,01:49,321:07
2022-10-07T07:14:43.191734,01:44,322:52
2022-10-07T07:16:27.949291,01:43,324:35
2022-10-07T07:18:11.044074,01:50,326:26
2022-10-07T07:20:01.483035,01:38,328:04
2022-10-07T07:21:40.416996,01:41,329:46
2022-10-07T07:23:22.130707,01:47,331:34
2022-10-07T07:25:09.529529,01:47,333:21
2022-10-07T07:26:56.718861,01:51,335:12
2022-10-07T07:28:47.773269,01:47,336:59
2022-10-07T07:30:35.195035,01:50,338:49
2022-10-07T07:32:25.271277,01:47,340:37
2022-10-07T07:34:13.125534,01:45,342:23
2022-10-07T07:35:58.568238,01:40,344:03
2022-10-07T07:37:39.151152,01:44,345:47
2022-10-07T07:39:23.189106,01:48,347:36
2022-10-07T07:41:12.099565,01:49,349:26
2022-10-07T07:43:01.889209,01:56,351:23
2022-10-07T07:44:58.594154,01:48,353:12
2022-10-07T07:46:47.481767,01:47,354:59
2022-10-07T07:48:34.827214,01:57,356:56
2022-10-07T07:50:32.282125,01:44,358:41
2022-10-07T07:52:17.105827,01:42,360:24
2022-10-07T07:54:00.067852,01:45,362:10
2022-10-07T07:55:45.829820,01:43,363:53
2022-10-07T07:57:29.160094,01:43,365:37
2022-10-07T07:59:12.934454,01:46,367:23
2022-10-07T08:00:59.255137,01:45,369:09
2022-10-07T08:02:44.947597,01:52,371:02
2022-10-07T08:04:37.829155,01:45,372:48
2022-10-07T08:06:23.728726,01:39,374:27
2022-10-07T08:08:02.860406,01:44,376:11
